Windows 10 Version 1803 for 32-bit Systems,5003174,11497,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 for 32-bit Systems,5003172,10729,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-24588,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5003174,11497,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,5003172,10729,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-24587,Windows Wireless Networking Information Disclosure Vulnerability
Microsoft Visual Studio 2019 version 16.4 (includes 16.0 - 16.3),Release Notes,11720,CVE-2021-27068,Visual Studio Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5003174,11497,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 for 32-bit Systems,5003172,10729,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003228,10047,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003209,10481,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows 8.1 for 32-bit systems,5003220,10481,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003210,9312,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,5003225,9312,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003208,10378,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Windows Server 2012,5003203,10378,CVE-2020-26144,Windows Wireless Networking Spoofing Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2016 (32-bit edition),4493197,10753,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Microsoft Office 2013 RT Service Pack 1,4493206,10603,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1803 for 32-bit Systems,5003174,11497,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1809 for 32-bit Systems,5003171,11568,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1909 for 32-bit Systems,5003169,11712,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 2004 for 32-bit Systems,5003173,11766,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 for 32-bit Systems,5003172,10729,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 10 Version 1607 for 32-bit Systems,5003197,10852,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,5003233,10047,CVE-2021-28455,Microsoft Jet Red Database Engine and Access Connectivity Engine Remote Code Execution Vulnerability
