Windows 10 Version 20H2 for x64-based Systems,4598242,11800,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 20H2 for x64-based Systems,4598242,11800,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4598245,11497,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4598230,11568,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4598230,11568,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4598229,11712,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4598229,11712,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4598243,10852,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4598243,10852,CVE-2021-1642,Windows AppX Deployment Extensions Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4493163,10950,CVE-2021-1641,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Foundation 2013 Service Pack 1,4493175,10612,CVE-2021-1641,Microsoft SharePoint Spoofing Vulnerability
Microsoft SharePoint Server 2019,4493162,11585,CVE-2021-1641,Microsoft SharePoint Spoofing Vulnerability
Microsoft SQL Server 2012 for 32-bit Systems Service Pack 4 (QFE),4583465,11476,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2017 for x64-based Systems (GDR),4583456,11478,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2014 Service Pack 3 for x64-based Systems (GDR),4583463,11667,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2016 for x64-based Systems Service Pack 2 (GDR),4583460,11555,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2014 Service Pack 3 for 32-bit Systems (CU 4),4583462,11672,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2017 for x64-based Systems (CU 22),4583457,11823,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2016 Service Pack 2 for x64-based Systems (CU 15),4583461,11824,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2019 for x64-based Systems (CU 8),4583459,11822,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Microsoft SQL Server 2019 for x64-based Systems (GDR),4583458,11821,CVE-2021-1636,Microsoft SQL Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4598245,11497,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4598230,11568,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4598230,11568,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4598229,11712,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4598229,11712,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4598242,11766,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4598242,11766,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4598231,10729,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4598243,10852,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4598243,10852,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4598285,10481,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
Windows 8.1 for 32-bit systems,4598285,10481,CVE-2021-1637,Windows DNS Query Information Disclosure Vulnerability
