Windows 10 Version 1703 for 32-bit Systems,4041676,10951,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1703 for x64-based Systems,4041676,10952,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4042895,10729,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 for x64-based Systems,4042895,10735,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4041689,10789,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1511 for x64-based Systems,4041689,10788,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4041691,10852,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4041691,10853,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2016,4041691,10816,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4041691,10855,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4041681,10047,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4041678,10047,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4041681,10048,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4041678,10048,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4041693,10481,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4041687,10481,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4041693,10482,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4041687,10482,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows RT 8.1,4041693,10484,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4042120,9312,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4042120,10287,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4042120,9311,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4042120,9318,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4042120,9344,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4041681,10050,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4041678,10050,CVE-2017-8689,Windows Kernel Elevation of Privilege Vulnerability
