Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4038788,10724-10951,CVE-2017-8597,Microsoft Edge based on Edge HTML Information Disclosure Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4038788,10724-10952,CVE-2017-8597,Microsoft Edge based on Edge HTML Information Disclosure Vulnerability
Microsoft SharePoint Server 2013 Service Pack 1,4011113,10607,CVE-2017-8629,Microsoft SharePoint Elevation of Privilege Vulnerability
Microsoft Office 2016 (32-bit edition),3203474,10753,CVE-2017-8630,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office 2016 (64-bit edition),3203474,10754,CVE-2017-8630,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel Web App 2013 Service Pack 1,3213562,10767,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2016 (32-bit edition),4011050,10739,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2016 (64-bit edition),4011050,10740,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2007 Service Pack 3,4011062,10152,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (32-bit editions),4011061,10489,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2010 Service Pack 2 (64-bit editions),4011061,10490,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2013 RT Service Pack 1,4011108,10656,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2013 Service Pack 1 (32-bit editions),4011108,10654,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2013 Service Pack 1 (64-bit editions),4011108,10655,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel for Mac 2011,3212225,10027,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel 2016 for Mac,Release Notes,10672,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Excel Viewer 2007 Service Pack 3,4011065,10279,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
Microsoft Office Compatibility Pack Service Pack 3,4011064,4497,CVE-2017-8631,Microsoft Office Remote Code Execution Vulnerability
