Windows 10 Version 1803 for 32-bit Systems,4343909,11497,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1803 for x64-based Systems,4343909,11498,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1803  (Server Core Installation),4343909,11499,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4343885,10951,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4343885,10952,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4343897,11453,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1709 for x64-based Systems,4343897,11454,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server, version 1709  (Server Core Installation),4343897,11466,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for 32-bit Systems,4343892,10729,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 for x64-based Systems,4343892,10735,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4343887,10852,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for x64-based Systems,4343887,10853,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016,4343887,10816,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows Server 2016  (Server Core installation),4343887,10855,CVE-2018-8204,Device Guard Code Integrity Policy Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4343887,10852,CVE-2018-8253,Microsoft Cortana Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4343887,10853,CVE-2018-8253,Microsoft Cortana Elevation of Privilege Vulnerability
Windows Server 2016,4343887,10816,CVE-2018-8253,Microsoft Cortana Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4343887,10855,CVE-2018-8253,Microsoft Cortana Elevation of Privilege Vulnerability
ChakraCore,Commit,11447,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for 32-bit Systems,4343885,10724-10951,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1703 for x64-based Systems,4343885,10724-10952,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for 32-bit Systems,4343909,10724-11497,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for x64-based Systems,4343909,10724-11498,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4343897,10724-11453,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for x64-based Systems,4343897,10724-11454,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4343892,10724-10729,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for x64-based Systems,4343892,10724-10735,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for 32-bit Systems,4343887,10724-10852,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1607 for x64-based Systems,4343887,10724-10853,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows Server 2016,4343887,10724-10816,CVE-2018-8266,Chakra Scripting Engine Memory Corruption Vulnerability
Internet Explorer 10 on Windows Server 2012,4343901,10555-10378,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 10 on Windows Server 2012,4343205,10555-10378,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4343885,10486-10951,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for x64-based Systems,4343885,10486-10952,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4343909,10486-11497,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for x64-based Systems,4343909,10486-11498,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for 32-bit Systems,4343897,10486-11453,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for x64-based Systems,4343897,10486-11454,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4343892,10486-10729,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 for x64-based Systems,4343892,10486-10735,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4343887,10486-10852,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for x64-based Systems,4343887,10486-10853,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows Server 2016,4343887,10486-10816,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4343900,10486-10047,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4343899,10486-10047,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
Internet Explorer 11 on Windows 7 for x64-based Systems Service Pack 1,4343900,10486-10048,CVE-2018-8316,Internet Explorer Remote Code Execution Vulnerability
