Skype for Business Server 2019  CU2,4571332,11722,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Skype for Business Server 2015 CU 8,4571333,11613,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Microsoft Lync Server 2013,4571334,10428,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4484436,10950,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Microsoft SharePoint Server 2019,4484453,11585,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Microsoft SharePoint Foundation 2013 Service Pack 1,4484448,10612,CVE-2020-1025,Microsoft Office Elevation of Privilege Vulnerability
Windows 10 Version 2004 for 32-bit Systems,4565503,11766,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1803 for 32-bit Systems,4565489,11497,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4558998,11568,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1809 for 32-bit Systems,4558998,11568,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4565483,11712,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1909 for 32-bit Systems,4565483,11712,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4565508,11453,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4565511,10852,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4565511,10852,CVE-2020-1336,Windows Kernel Elevation of Privilege Vulnerability
Microsoft SharePoint Enterprise Server 2016,4484436,10950,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Enterprise Server 2016,4484440,10950,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Enterprise Server 2013 Service Pack 1,4484348,11099,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Server 2019,4484453,11585,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
Microsoft SharePoint Server 2019,4484452,11585,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
Microsoft Office 2019 for 32-bit editions,Click to Run,11573,CVE-2020-1342,Microsoft Office Information Disclosure Vulnerability
