Internet Explorer 10 on Windows Server 2012,4338830,10555-10378,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 10 on Windows Server 2012,4339093,10555-10378,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 10 on Windows Server 2012,4338816,10555-10378,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 10 on Windows Server 2012,4345425,10555-10378,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4338826,10486-10951,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1703 for 32-bit Systems,4345419,10486-10951,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for 32-bit Systems,4338825,10486-11453,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1709 for 32-bit Systems,4345420,10486-11453,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4338829,10486-10729,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 for 32-bit Systems,4345455,10486-10729,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4338814,10486-10852,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1607 for 32-bit Systems,4345418,10486-10852,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4338818,10486-10047,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4338821,10486-10047,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 7 for 32-bit Systems Service Pack 1,4345459,10486-10047,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4338815,10486-10481,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4338831,10486-10481,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 8.1 for 32-bit systems,4345424,10486-10481,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4338819,10486-11497,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Internet Explorer 11 on Windows 10 Version 1803 for 32-bit Systems,4345421,10486-11497,CVE-2018-0949,Internet Explorer Security Feature Bypass Vulnerability
Expression Blend 3 Service Pack 1,4342192,11557,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Expression Blend 2 Service Pack 2,4342191,11558,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft Visual Studio 2010 Service Pack 1,4336919,10098,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft Visual Studio 2012 Update 5,4336946,10326,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft Visual Studio 2013 Update 5,4336986,10566,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft Visual Studio 2015 Update 3,4336999,10577,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft Visual Studio 2017,Release Notes,11505,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Expression Blend 4 Service Pack 3,4342193,11546,CVE-2018-8172,Visual Studio Remote Code Execution Vulnerability
Microsoft .NET Framework 4.6 on Windows Server 2008 for 32-bit Systems Service Pack 2,4338420,10728-9312,CVE-2018-8202,.NET Framework Elevation of Privilege Vulnerability
