Microsoft SQL Server 2012 for 32-bit Systems Service Pack 4 (QFE),4532098,11476,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2014 Service Pack 3 for x64-based Systems (GDR),4532095,11667,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2014 Service Pack 3 for x64-based Systems (CU),4535288,11668,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2016 for x64-based Systems Service Pack 2 (CU),4535706,11554,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2016 for x64-based Systems Service Pack 2 (CU),4535706,11554,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2016 for x64-based Systems Service Pack 2 (GDR),4532097,11555,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
Microsoft SQL Server 2016 for x64-based Systems Service Pack 2 (GDR),4532097,11555,CVE-2020-0618,Microsoft SQL Server Reporting Services Remote Code Execution Vulnerability
ChakraCore,Release Notes,11447,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for 32-bit Systems,4537762,10724-11497,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1803 for 32-bit Systems,4537762,10724-11497,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4532691,10724-11568,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1809 for 32-bit Systems,4532691,10724-11568,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4537789,10724-11453,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1709 for 32-bit Systems,4537789,10724-11453,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 Version 1903 for 32-bit Systems,4532693,10724-11644,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
Microsoft Edge (EdgeHTML-based) on Windows 10 for 32-bit Systems,4537776,10724-10729,CVE-2020-0767,Scripting Engine Memory Corruption Vulnerability
