Windows 7 for 32-bit Systems Service Pack 1,4074598,10047,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4074587,10047,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4074598,10048,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4074587,10048,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4074603,9312,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4074603,10287,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4074603,9311,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4074603,9318,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4074603,9344,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4074598,10050,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4074587,10050,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4074598,10051,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4074587,10051,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4074598,10049,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),4074587,10049,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4074593,10378,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012,4074589,10378,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4074593,10379,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows Server 2012 (Server Core installation),4074589,10379,CVE-2018-0810,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4074592,10951,CVE-2018-0827,Windows Security Feature Bypass Vulnerability
Windows 10 Version 1703 for x64-based Systems,4074592,10952,CVE-2018-0827,Windows Security Feature Bypass Vulnerability
Windows 10 Version 1709 for 32-bit Systems,4074588,11453,CVE-2018-0827,Windows Security Feature Bypass Vulnerability
Windows 10 Version 1709 for x64-based Systems,4074588,11454,CVE-2018-0827,Windows Security Feature Bypass Vulnerability
Windows Server, version 1709  (Server Core Installation),4074588,11466,CVE-2018-0827,Windows Security Feature Bypass Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4074590,10852,CVE-2018-0828,Windows Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4074590,10853,CVE-2018-0828,Windows Elevation of Privilege Vulnerability
Windows Server 2016,4074590,10816,CVE-2018-0828,Windows Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4074590,10855,CVE-2018-0828,Windows Elevation of Privilege Vulnerability
Windows 10 Version 1703 for 32-bit Systems,4074592,10951,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1703 for x64-based Systems,4074592,10952,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
Windows 10 for 32-bit Systems,4074596,10729,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
Windows 10 for x64-based Systems,4074596,10735,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4074591,10789,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
Windows 10 Version 1511 for x64-based Systems,4074591,10788,CVE-2018-0829,Windows Kernel Information Disclosure Vulnerability
