Windows Server 2016,4013429,10816,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2016  (Server Core installation),4013429,10855,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 for 32-bit Systems,4012606,10729,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 for x64-based Systems,4012606,10735,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 Version 1511 for 32-bit Systems,4013198,10789,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 Version 1511 for x64-based Systems,4013198,10788,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 Version 1607 for 32-bit Systems,4013429,10852,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 10 Version 1607 for x64-based Systems,4013429,10853,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4012215,10047,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for 32-bit Systems Service Pack 1,4012212,10047,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4012215,10048,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 7 for x64-based Systems Service Pack 1,4012212,10048,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4012216,10481,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 8.1 for 32-bit systems,4012213,10481,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4012216,10482,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows 8.1 for x64-based systems,4012213,10482,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows RT 8.1,4012216,10484,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2,4012497,9312,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),4012497,10287,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for Itanium-Based Systems Service Pack 2,4012497,9311,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2,4012497,9318,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),4012497,9344,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4012215,10050,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for Itanium-Based Systems Service Pack 1,4012212,10050,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4012215,10051,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
Windows Server 2008 R2 for x64-based Systems Service Pack 1,4012212,10051,CVE-2017-0005,Windows GDI Elevation of Privilege Vulnerability
